gene_names,bl41,C8166,CEM A 301,CEM SS,CEM X 174,DAUDI,HSB2,HT1080,IMR90,JURKAT E6.1,Jurkat tag,MT4,RAJI,RAMOS,WI38
DACT1,0,1,0,1,0,0,2,23,223,8,14,2,1,0,202
OXGR1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0
UCMA,2,0,1,4,0,2,0,0,0,7,2,0,1,0,0
BEND7,2,0,0,2,0,0,0,58,181,96,64,0,0,0,258
ATP5F1C,2169,2530,104,2511,972,1405,3233,1189,4183,4154,4147,1840,5840,1390,1911
PRPF18,170,174,11,160,97,99,283,165,382,348,340,189,256,140,238
TAF3,254,92,6,138,93,106,223,47,186,411,175,133,266,144,358
VSTM4,6,0,0,0,0,0,0,0,484,0,14,0,0,1,1105
VDAC2,1334,995,38,1631,338,1044,1653,702,2722,2041,2279,1163,2918,928,1915
SOHLH1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
COMTD1,147,143,7,126,28,287,197,44,72,150,153,115,434,138,58
SLC18A2,235,81,1,384,24,137,167,147,267,483,461,101,187,166,162
PDZD8,1428,555,44,1432,249,913,846,1066,1826,2280,1795,656,1120,872,1653
ZNF503,0,5,0,0,0,0,0,16,270,4,19,69,0,0,404
ABRAXAS2,339,230,7,361,84,294,291,178,590,524,559,238,541,221,566
QSOX2,551,276,17,717,76,704,430,372,608,1040,819,564,888,854,659
FAM204A,917,659,31,1044,205,627,1161,398,1412,1593,1554,685,1173,411,859
NSD1,3538,1789,31,1815,408,2841,3412,456,3820,4856,1953,2369,2873,2281,4947
PRDX3,2235,2294,27,1691,371,1966,1949,874,4109,3636,4452,2638,4434,1673,2246
ENOX2,377,65,7,350,57,170,142,101,223,372,302,101,260,138,219
GHITM,2495,4117,96,3665,1105,1861,3512,1511,4398,3346,4377,2965,5978,1633,2387
CLEC1B,0,0,0,2,0,1,0,2,0,2,0,0,1,0,0
SNAPC4,207,351,3,291,146,398,329,256,475,552,476,612,908,543,606
TMEM52B,1,0,0,0,0,1,0,0,152,1,1,0,0,2,76
PMPCA,395,944,29,970,151,565,965,564,1622,1073,1704,764,1805,648,1108
ENTR1,505,340,19,638,94,336,501,516,705,976,1782,882,2213,482,697
FRMD7,7,0,1,14,1,1,12,0,0,14,3,11,5,14,0
AK8,4,9,0,5,2,1,11,8,11,53,37,3,62,0,5
SPACA9,17,12,1,11,1,17,48,16,43,528,236,23,35,0,86
TSC1,784,234,5,432,111,1002,715,298,2088,1857,1057,686,969,759,2977
GFI1B,15,21,0,19,2,48,71,6,33,44,32,16,48,26,33
HPRT1,597,237,20,572,135,406,563,248,249,906,520,703,889,487,313
BORCS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIPK1B,43,36,12,341,9,104,202,13,51,618,636,141,46,53,46
ZMYND19,258,341,20,689,134,437,503,129,568,820,988,458,679,469,293
STOX1,29,1,4,148,2,3,92,2,5,321,208,67,0,11,6
RET,0,1,0,2,0,1,35,1,7,6,6,5,3,1,6
DDX21,8385,7064,264,7924,2449,6510,6544,3903,6152,6522,6038,3061,15804,6566,2826
BMS1,2098,1477,92,2969,672,808,2349,1114,2826,2456,4477,961,2480,1327,2108
STK32C,55,192,0,81,7,43,602,116,163,136,158,184,60,140,102
JCAD,2,79,0,5,1,1,87,406,6824,63,10,619,0,1,9492
OR4K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUNDC2,577,521,24,715,191,392,489,149,909,895,942,610,562,227,529
PIP4P1,344,271,6,336,63,373,494,137,579,689,649,496,788,319,367
METTL17,799,710,27,810,192,436,1044,409,675,1463,1829,1216,1935,623,521
SLC39A2,0,0,0,2,0,0,1,0,0,5,1,3,1,0,0
NDRG2,0,1,1,5,0,0,211,9,17,202,215,20,2,1,3
RNASE7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARHGEF40,24,26,2,7,2,8,261,296,2869,76,86,249,13,4,2936
NSMF,237,210,0,24,32,295,51,241,519,22,46,635,744,361,703
ZNF219,91,97,3,58,6,54,185,119,175,381,392,176,125,24,315
C12orf50,2,2,0,1,0,1,1,0,0,5,2,0,3,0,1
CASP7,131,16,24,323,75,193,446,183,747,692,316,52,471,224,470
PPP1R36,0,0,0,1,0,0,1,0,6,5,3,5,3,0,21
BTNL9,0,9,0,83,3,0,2,0,0,252,278,1,2,0,0
CCDC186,321,256,8,414,106,359,373,202,959,906,622,427,585,374,691
VWA2,0,1,0,0,0,0,0,0,0,3,0,0,0,1,2
METTL3,1481,727,34,1041,225,993,1356,714,1740,1926,1675,1448,2875,1338,1255
SALL2,19,2,1,8,0,0,9,0,189,239,253,114,0,1,434
PRAP1,3,2,0,1,0,0,4,1,2,3,1,4,0,0,2
TRUB1,636,389,13,637,115,395,528,207,887,1021,1057,320,695,373,495
ERICH6B,44,29,0,49,7,14,50,43,90,37,42,28,46,46,79
CYP2C19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE1,129,76,3,178,21,83,256,193,511,426,360,197,173,55,909
C10orf82,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
HSPA12A,1,85,0,0,0,0,0,45,1006,0,6,11,0,1,861
SHLD2P1,48,11,1,32,15,23,43,20,31,29,45,17,76,15,21
FRAT1,18,1,0,57,3,48,129,13,55,196,100,37,14,56,47
UBTD1,10,12,0,3,0,9,97,186,593,61,74,9,42,8,272
ANKRD2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7
E2F7,428,118,6,261,114,351,587,1036,556,1696,1022,796,196,230,802
ARHGAP42,125,88,1,45,4,12,73,92,324,257,99,74,0,0,513
ISCA2,276,157,10,378,40,163,288,96,400,504,1037,296,377,159,236
OTOGL,0,5,0,1,0,1,0,7,6,0,1,0,0,0,5
LARGE2,7,1,0,6,0,3,2,1,4,37,73,5,3,27,1
PACSIN3,1,67,0,423,4,1,258,254,832,395,553,171,7,1,673
TTC7B,9,2,9,1,10,4,377,167,511,302,294,11,2,2,722
SLC39A13,228,34,5,117,4,113,170,277,2325,339,254,114,191,51,2307
PSMC3,1862,1708,72,1959,315,1171,1755,871,4233,2510,3371,1056,3531,1032,2085
RAPSN,3,5,0,4,0,15,17,8,11,9,2,7,8,4,27
AGBL2,14,21,0,5,3,18,42,4,12,68,20,31,19,9,30
TC2N,0,0,0,2,0,17,26,0,1,4,6,26,0,1,15
CPSF2,4257,1251,75,1987,439,1278,1537,898,3164,3297,4910,1788,2772,1735,2757
SMCO2,1,1,1,3,2,0,5,11,2,7,5,10,0,1,2
MOAP1,26,19,0,34,0,22,24,14,28,15,29,6,101,10,4
IFI27L1,75,46,0,25,2,10,14,12,19,50,66,26,46,9,8
IFI27,0,1,0,0,0,7,0,0,0,1,2,1,6,0,1
SERPINA12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CLMN,271,0,1,13,2,3,124,615,2,578,298,3,1,23,5
PDZRN4,24,8,0,0,0,2,1,0,0,0,0,0,4,2,1
SLC6A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC38,26,9,1,22,9,33,10,2,3,38,25,37,9,13,4
NELL1,0,0,0,0,0,0,0,0,0,43,29,0,0,0,0
PTER,467,161,13,500,89,378,234,71,83,807,829,397,2177,273,62
C1QL3,81,10,0,59,17,40,8,1,2,51,15,67,307,45,4
CACNB2,160,56,3,133,10,219,156,38,100,344,230,201,267,197,56
HACD1,0,32,2,112,7,2,319,61,765,484,186,126,0,0,439
ARL5B,771,780,25,784,125,700,1978,362,1653,2537,1339,1583,1606,651,1346
SMCO4,66,73,3,37,15,18,90,21,85,374,322,249,275,5,16
CEP295,1463,1301,61,1753,394,916,1666,451,1297,3377,2595,4894,1525,1650,1081
KCNC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF1D,4029,2120,151,3526,1010,3660,3144,1660,2627,5106,6457,4555,4192,3068,1665
ABTB2,101,14,1,31,5,44,223,317,74,201,34,127,545,54,152
R3HCC1L,733,345,6,467,133,710,631,316,595,1204,882,653,1263,973,626
AMOTL1,474,500,0,269,159,99,1509,2325,6853,3980,2401,500,4,3,4670
HTRA1,1,0,0,0,0,0,1,496,3093,2,2,0,1,0,2214
LIPC,0,0,0,7,0,0,94,0,4,5,7,0,23,0,18
CEP57,1144,1230,65,1806,440,990,2436,431,1262,3086,2373,2494,1631,785,1109
TCP11L2,92,23,2,5,9,14,148,439,511,130,80,17,29,52,508
PASD1,0,0,0,14,0,0,0,589,0,0,0,1,0,0,0
SPRED1,695,259,11,365,53,0,562,896,3551,1002,573,434,1585,2,2449
TMCO5A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GPR176,21,651,0,32,2,1,12,970,5962,59,85,628,2,1,3393
JAM3,94,16,4,774,17,125,976,454,2777,3343,1957,246,97,125,2052
IL25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMTM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLB1L3,4,21,0,141,2,0,307,0,4,4011,4426,92,1,1,3
ADAMTS15,0,23,0,3,1,0,176,24,266,43,23,167,0,0,316
SVOP,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
SPATA19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPT2,788,457,3,39,4,239,691,270,896,223,368,803,1180,507,589
AMN,3162,23,1,357,2,0,33,23,219,132,26,86,1,186,384
RAB8B,715,1641,66,1156,407,815,1776,553,1993,3347,3290,1655,3055,456,1414
IKBIP,227,430,11,608,86,396,540,534,3962,423,386,446,849,189,2490
RPUSD2,292,344,7,326,56,92,313,99,246,350,495,230,449,143,145
HIF1AN,1349,1037,40,1724,335,1139,2082,959,2893,4482,2390,1296,1665,1084,3128
NDUFB8,197,170,4,330,31,168,428,85,381,262,335,201,536,167,185
ZFYVE19,211,435,11,252,47,130,352,112,440,482,542,443,544,175,385
PPP1R14D,0,0,0,0,0,2,0,0,0,0,8,0,1,0,0
SPINT1,0,63,0,0,3,0,132,1,2,155,163,1,3,4,0
FBN1,418,1600,1,992,290,5,386,590,40414,819,308,185,27,9,36204
AVPR1A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C16orf78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DEPDC4,32,19,0,37,1,28,7,9,26,32,61,29,66,29,19
LRTM2,0,151,0,0,0,2,0,0,0,0,1,3,2,4,0
OPN1MW2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRD7,1837,1055,53,1482,274,1693,2621,648,2310,3653,3776,4476,2381,1247,1667
CKB,12,126,0,65,0,1,135,112,641,109,374,8,3,1,745
TRMT61A,1248,268,3,774,69,438,244,206,495,579,916,465,714,320,301
BTRC,300,145,3,276,67,301,283,194,837,797,437,384,282,239,1370
POLL,287,183,9,132,31,109,6,234,350,271,196,266,327,151,471
BAG5,1764,655,54,1740,377,868,1201,368,1352,2191,2952,1459,1170,866,983
DPCD,178,177,4,134,23,106,1,197,576,211,112,130,560,95,287
LARP6,1,870,0,0,80,4,28,460,2038,103,107,2062,1,2,958
API5,3023,2144,85,2055,499,1325,1282,645,2923,2373,1709,1689,2457,1435,2293
ASPG,0,0,0,0,0,0,0,0,1,37,4,2,1,0,0
ZNF319,68,17,1,52,6,89,113,22,181,242,75,118,67,52,276
HPS6,303,356,11,403,51,171,395,130,732,584,454,195,485,142,570
SENP8,64,111,0,50,9,79,19,14,86,139,98,121,36,25,83
NOLC1,3786,3145,181,5282,1530,2808,2289,1037,1680,4820,6864,2192,5530,3133,1437
ALKBH3,1,255,4,424,64,1,603,143,514,695,909,218,192,37,397
COPS2,1299,2078,42,1055,529,1230,1354,998,2512,1987,1883,1791,2143,1160,2201
GABRB3,0,0,0,0,1,2,1,0,0,1485,1311,0,2,1,9
SPIC,1,355,0,2,0,2,0,0,0,0,0,0,146,1,0
TBATA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SGPL1,829,343,10,945,71,552,1097,529,1702,1654,1194,670,637,233,1828
FRS2,328,322,9,247,57,234,454,229,1296,779,387,1655,381,153,1580
CCT2,5285,8702,189,5659,1792,4072,4993,2070,6336,9200,13005,5451,8052,3484,3676
PCBD1,6,208,0,246,56,59,146,38,273,273,268,113,2,67,294
ARIH1,1258,1334,36,1412,370,1397,1873,681,2902,3808,2329,2254,2033,1100,3388
DNAAF8,43,8,0,12,0,18,17,11,47,83,27,17,10,18,61
CLMP,58,4,1,19,5,40,16,492,3146,39,30,47,26,13,8096
SCN3B,26,1,0,0,1,7,6,6,1,29,11,8,2,0,2
COX11,887,874,51,1475,165,869,1100,316,1168,1906,2284,779,1477,548,711
ZNF202,490,255,16,479,77,371,406,240,365,702,479,328,359,263,319
FAM227B,135,89,3,185,18,51,192,130,210,243,329,195,114,103,207
STXBP4,420,141,4,210,54,162,200,55,507,750,407,294,410,210,809
CYYR1,0,5,0,0,0,0,0,3,0,0,0,0,0,0,1
CUL5,1220,1017,53,1243,225,1046,1359,586,2346,2117,2108,1109,1632,842,1947
MYRFL,1,2,0,0,0,9,6,0,0,8,1,11,1,38,0
WBP1L,264,180,5,499,110,224,261,317,1175,709,306,319,509,180,1198
BORCS7,263,228,2,129,33,105,91,80,286,155,135,68,170,100,157
C2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
PLEKHF1,23,44,2,13,19,1,669,59,108,330,460,45,123,5,91
TMEM100,17,0,0,0,0,20,0,0,1,0,3,0,4,1,23
ANAPC16,1597,771,21,1332,188,1069,1114,305,956,1737,1906,981,2108,785,637
SMPD1,24,30,1,12,7,106,25,250,1526,53,49,81,113,2,1394
APBB1,82,7,0,81,5,130,41,216,1706,139,94,325,8,22,1309
SYNPO2L,0,0,0,2,0,1,0,0,18,5,1,0,4,1,13
NUDT13,219,40,3,108,31,136,122,129,109,286,144,116,89,154,151
C11orf65,109,28,3,54,24,88,157,70,92,208,114,75,148,178,132
TRIM44,1095,4,23,975,244,2226,1486,1158,3153,1367,1237,3,2651,384,3272
CCDC182,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
ILK,742,513,11,549,151,341,1032,1009,6586,911,705,612,1901,371,4221
TAF10,898,399,16,735,146,312,776,662,4007,1253,997,595,1690,320,2744
TPP1,547,25,3,200,34,146,135,243,835,434,240,268,738,101,2579
DCHS1,14,2,0,2,0,13,17,0,1809,50,292,17,10,26,5813
NETO1,0,0,0,257,0,2,390,0,20,79,80,0,0,0,217
MSS51,66,28,1,45,12,142,106,15,83,135,66,269,109,72,118
CYB5A,0,579,0,0,26,481,272,76,1177,414,272,0,597,114,647
USP54,362,128,9,274,50,273,194,357,258,634,298,318,319,214,439
RAG1,1278,0,44,1358,1,241,3,1,27,1043,322,2,4,3,17
POTED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFTAP,89,1,2,26,7,11,0,45,375,44,30,58,0,1,211
WDR88,17,3,0,33,1,24,23,0,18,65,20,21,21,24,17
OR10A5,8,8,0,0,0,25,0,0,6,0,0,59,0,66,12
OR2D2,7,0,0,0,0,16,0,0,2,0,0,29,0,74,2
ATP9B,990,264,21,446,49,511,752,109,755,1462,859,853,561,273,1011
PPFIBP2,1974,37,0,4,54,187,26,69,92,36,244,96,1204,277,85
MOGAT2,0,2,0,0,0,0,0,1,0,0,0,4,1,0,0
CYB5R2,292,0,0,0,36,25,1,9,49,2,10,3,115,18,68
SERPINB7,2,0,0,1,1,0,0,117,1309,1,0,0,0,0,91
GARRE1,221,52,2,83,26,349,208,128,621,211,183,210,129,107,633
SERPINB8,5,411,4,564,25,27,70,202,489,1338,124,218,850,13,561
TUB,0,15,0,0,0,1,1,36,1122,750,2123,0,0,0,830
RIC3,0,0,0,1,0,1,0,1,16,41,59,0,1,0,9
LMO1,0,0,0,0,0,0,0,0,0,60,126,0,0,0,0
OR5P1P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
IDH3A,935,819,29,1027,401,1157,877,142,974,1578,1404,1054,2960,769,688
WDR72,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0
CRABP1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
PLD4,2612,1,1,1,1,64,2,47,123,4,26,1,734,0,123
ZMAT1,197,4,0,279,4,204,36,23,0,364,24,48,0,89,0
XRRA1,941,302,13,925,65,707,744,349,878,1862,1167,796,892,644,1304
TRIM66,239,243,3,243,61,342,209,155,260,1044,757,1643,304,361,653
RNF169,1340,662,28,1490,178,1141,1505,801,1976,3223,1987,1499,1327,1075,2066
RPL27A,33381,16140,346,11634,4498,15696,8378,11559,17031,12044,15644,11930,34559,10259,8379
DENND2B,513,41,2,118,12,284,87,212,1378,324,256,186,63,115,3031
CDYL2,1,0,0,66,65,6,2,645,640,215,203,628,18,0,590
TMEM130,1,0,0,0,0,0,0,0,168,0,0,169,0,1,235
PRTG,1140,61,0,0,1,0,1,191,80,5,1,27,1,0,182
CENPN,516,532,6,787,118,473,817,121,838,1161,1395,1550,834,492,388
AKIP1,1,144,9,192,35,0,206,144,620,303,362,157,393,56,351
ATMIN,1025,367,21,837,240,553,912,227,1561,1593,1193,714,624,367,1443
C16orf46,1,2,0,2,0,0,8,1,5,4,0,0,2,0,3
TMEM41B,976,296,9,558,59,487,901,382,1318,1234,822,542,476,392,1052
PKD1L2,3,0,0,0,0,0,0,4,17,0,3,1,4,0,24
LEO1,636,710,13,701,407,567,1706,246,1319,982,1278,635,931,500,850
ZNF143,558,308,8,341,86,346,435,249,758,552,476,362,458,338,522
TMX3,1440,934,51,1188,173,1076,1529,1193,4958,2603,1224,1705,1104,506,3495
MFAP4,21,1,1,38,1,4,17,4,976,39,122,19,17,2,2917
WEE1,1858,299,23,896,123,1162,1371,416,1564,2351,1191,1352,1699,2166,1849
MAPK7,29,23,1,100,11,43,128,34,326,223,141,84,70,13,677
FAM86GP,3,35,0,6,0,4,0,22,0,3,2,0,75,0,16
PRKCB,495,347,64,2197,463,2428,3188,2,0,2906,2531,4,2174,76,9
HDGFL3,745,0,56,1374,229,0,2547,562,2850,3036,1817,1,1,59,1715
NDST2,34,5,0,13,4,9,14,13,9,54,22,16,19,21,14
MCM7,9947,4588,206,11596,1234,7619,8489,1524,3749,11178,14170,10419,11971,7598,2091
CLEC3A,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
CCDC68,1,1,0,0,1,0,0,1,426,0,1,0,0,0,1020
CLEC4E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF3,1103,221,20,811,155,543,682,317,888,1447,875,782,821,285,1117
CLEC4D,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0
ZSCAN21,417,44,3,218,15,154,185,93,335,269,213,95,250,74,334
RIMKLB,4967,9,30,1314,98,929,700,557,773,1418,1397,2,397,1967,756
A2ML1,4,8,0,1,0,1,0,1,0,1,0,0,211,5,9
BEAN1,2,0,0,0,0,1,6,2,11,36,19,4,4,4,38
TK2,204,118,5,92,18,19,285,149,890,883,706,239,16,132,1029
TMED3,1416,893,43,1128,193,468,647,892,3596,3934,3373,1093,1439,735,2347
SLC38A8,0,0,0,7,0,0,4,0,0,1,2,0,1,0,0
SEC11C,978,1471,6,721,412,1096,467,87,429,858,1118,3039,1875,602,170
CPLX4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GALR1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TMEM135,595,180,7,793,78,672,680,254,507,1129,1216,800,643,458,828
IQCD,433,2,0,19,6,191,17,66,12,32,28,6,172,101,5
NDEL1,171,364,16,539,61,378,544,310,1891,1017,1220,836,426,197,1795
CENPV,337,4,15,878,37,368,540,79,347,2047,1635,90,881,77,270
CDH16,0,0,0,0,0,0,0,0,2,2,4,0,0,0,5
RRAD,2,50,0,4,0,1,1,2,107,2,2,2,2,0,193
CIAO2B,656,528,14,441,42,321,781,538,1673,1058,1480,646,867,273,673
CFAP52,0,0,0,0,0,0,3,1,1,4,0,0,1,1,0
HSP90B1,5292,6630,145,6481,2299,1514,6416,9340,22888,5797,5988,5713,8738,2070,24274
MC4R,0,0,0,23,3,65,0,0,0,1,7,0,157,1,0
BLCAP,490,225,4,817,191,842,595,170,1497,754,558,612,682,470,1314
SERPINB12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRFAM7A,0,0,0,1,0,0,0,0,0,0,9,3,0,0,0
ATF7IP2,456,398,0,1,24,0,663,34,42,714,294,320,2,88,33
MMP10,0,0,0,0,0,0,0,1,1,0,0,0,1,0,21
TVP23A,249,113,0,114,43,197,130,94,175,166,241,200,424,64,100
BEX3,9,575,35,1555,63,9,727,1312,8663,1383,1343,601,6,1,5000
TMPRSS5,12,16,1,21,1,15,22,1,25,75,16,19,24,3,39
COG1,383,314,7,575,85,260,601,314,1170,969,742,583,491,296,1450
PLEKHA7,0,141,1,1,0,2,165,5,0,691,362,714,5,0,5
ZNF606,0,0,4,67,30,37,195,47,270,35,1,35,0,4,360
ZCCHC18,0,15,2,54,16,95,2,28,33,0,0,0,0,70,27
B2M,3592,4608,50,1483,1796,488,4637,2104,3980,2749,1689,8091,4640,608,2381
ZNF592,1118,147,19,436,105,472,432,243,596,1160,405,903,592,661,1001
GOLM2,969,776,48,958,317,452,1345,753,4947,1846,1391,1091,1477,627,3494
HTR3A,2,0,0,0,0,363,0,0,0,0,0,0,35,2,0
NNMT,1,0,0,16,0,0,11,556,1367,1,6,0,0,0,1775
ACSM1,99,0,0,0,1,5,2,0,0,4,0,0,0,0,0
AP1G1,2106,778,37,848,320,1754,1390,819,3766,3295,1784,2095,2234,1333,4301
SLFN5,81,50,17,919,58,86,5202,1367,3909,2569,397,354,64,39,7021
CATSPER2,422,56,0,122,20,98,126,20,22,284,116,136,67,141,68
STRCP1,9,3,0,0,0,0,4,0,1,15,12,1,4,9,1
ZNF667-AS1,0,0,0,0,0,0,0,0,347,0,0,39,0,0,170
BMERB1,0,2,0,0,0,2,5,2,24,34,16,9,0,1,97
MARF1,18,22,0,13,2,33,22,12,24,45,18,30,38,22,41
SAA3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAL1,575,477,23,748,107,496,519,183,318,921,1403,440,821,359,232
YPEL4,0,0,0,5,2,0,2,38,154,6,48,0,0,0,219
PPIB,2955,5655,81,2909,686,2121,2802,2680,14600,2233,2830,2716,6095,1885,8947
LDHC,1,1,0,0,0,2,1,0,0,0,1,37,0,0,0
CIAO2A,688,611,20,681,283,496,661,279,587,684,946,744,1440,631,350
LDHAL6A,67,2,0,8,0,11,8,4,2,21,8,3,4,9,21
FAM111A,1486,695,71,1854,344,1540,2483,324,1978,4709,3119,1950,1324,947,1335
PCLAF,409,636,19,569,124,436,721,20,225,706,582,614,242,304,76
KIF7,82,140,7,315,30,52,312,35,1243,873,714,645,115,99,800
LDHD,8,3,0,14,1,0,38,6,4,143,66,9,11,1,45
PLIN1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3
PEX11A,0,71,0,0,1,33,3,43,130,78,1,8,0,7,74
TMEM170A,533,209,21,439,104,325,720,132,327,1316,879,504,627,258,246
MESP1,0,60,0,0,0,0,39,14,0,112,131,27,0,0,3
ANPEP,6,3,0,1,0,1,1,2433,657,0,3,2,6,0,2765
SCNN1G,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
RBPMS2,0,0,0,0,0,0,10,2,13,14,3,0,1,0,35
NAV2,2,1,0,0,8,2,2,604,1419,48,16,566,21,1,3042
ANKDD1A,51,41,1,68,19,82,101,42,129,137,37,84,85,53,271
GLYATL1,15,2,0,0,0,18,0,3,14,0,16,0,1,22,8
C18orf54,159,61,5,152,22,141,294,98,384,677,459,367,213,586,355
DCTN5,1506,984,11,1627,227,896,1257,838,4025,3714,2789,2211,1839,1024,3504
TERF2IP,911,757,40,627,197,765,1096,472,1827,1685,1814,784,1421,582,1131
PLK1,219,339,7,784,161,442,574,270,635,1032,1240,553,1058,494,522
CLPX,901,1226,39,912,335,742,1228,517,1406,1287,1539,914,1643,386,1054
GPR182,13,2,0,9,1,13,25,5,3,56,12,23,6,7,9
ZBTB39,413,119,7,465,46,219,436,63,258,1093,656,252,349,182,297
CACNG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAC3,0,4,0,0,0,1,1,0,18,22,5,0,0,1,82
MYO1A,1,14,1,0,0,7,18,1,0,201,53,11,10,6,1
CHP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEMP1,1386,696,37,1201,203,1223,1639,402,841,2684,1902,2556,1502,1473,654
OR4D6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAB2,192,610,1,298,46,156,934,288,1723,225,356,1169,402,125,1197
VPS39,704,564,9,745,135,328,775,569,2041,1755,1194,1194,896,541,2601
STAT6,1652,1057,31,996,469,2545,1377,803,2226,1737,1476,1839,3206,1187,3112
PATL1,574,148,12,421,108,399,352,190,393,919,527,584,675,306,966
ATP23,0,1,0,1,0,0,19,3,0,0,23,0,1,1,0
ELFN2,16,0,0,3,0,19,7,305,733,13,3,0,1,2,596
STX3,195,46,5,735,16,181,931,345,472,299,378,114,506,202,402
MRPL16,818,654,73,1280,257,773,1271,266,801,1203,1563,366,1185,614,475
PIP4K2C,173,118,0,238,37,129,233,186,424,303,193,245,400,128,377
MTMR10,82,37,1,43,26,134,117,48,88,112,97,134,148,91,80
YWHAB,3198,1269,91,3452,774,1835,2781,1224,5884,4988,3734,2754,4805,2905,5530
MIR202HG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15orf48,0,0,0,0,0,0,0,1,5,1,11,0,0,1,1
SCG5,2,0,0,2,0,2,1,28,4,5,1,2,1,2,4
GREM1,0,0,0,0,0,0,0,0,94,0,0,0,0,0,17
NYAP1,0,0,0,0,0,2,1,2,35,3,8,2,2,0,25
TSC22D4,564,54,7,341,35,263,493,286,698,477,301,587,454,211,738
MS4A6E,2,6,0,0,0,1,1,0,0,0,0,2,0,0,0
MS4A7,63,4,0,0,1,42,0,0,0,15,2,0,246,0,0
MS4A14,6,9,0,0,0,4,1,1,0,1,0,0,14,1,0
MS4A5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIS3L,1048,980,21,630,139,861,706,127,534,1506,1539,1197,1067,1060,490
CCNDBP1,480,602,23,503,141,120,577,564,1076,668,796,792,759,249,878
EPB42,55,9,0,20,6,27,37,22,12,51,23,48,27,19,29
TGM6,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0
SMAD3,640,51,8,40,111,517,887,3068,6879,1450,238,32,718,708,11217
MS4A8,1,14,0,0,0,0,0,0,0,0,0,1,1,0,0
CCDC178,0,0,0,0,0,0,0,0,0,0,0,8,2,0,17
MS4A15,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0
MAP1A,35,10,9,1391,9,16,569,14,12575,3007,2101,53,40,55,19959
RCCD1,453,270,7,338,71,713,330,294,324,1034,1110,1048,571,610,204
AKTIP,267,168,7,149,53,147,353,280,611,489,376,426,378,175,363
MAPRE2,402,61,12,274,66,667,334,88,531,1589,609,156,474,752,715
EVA1C,0,0,0,0,0,0,10,4,33,55,65,6,0,0,26
MARS1,2200,1866,67,2758,366,2481,2754,2281,4601,3023,3322,2479,3453,1995,3294
MBD6,203,36,2,72,20,183,90,87,206,278,96,484,136,137,588
CNPY4,300,90,9,206,6,224,353,99,759,319,173,185,268,112,537
PDIA3,3079,1716,37,1600,425,1617,1523,1750,7787,2246,2079,1828,5854,2603,7948
NUDT21,3997,2740,218,3753,1186,3230,5118,1401,3355,6021,6251,6095,3979,2958,1886
NAT16,0,0,0,0,0,0,0,2,0,5,1,0,3,1,1
TERB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX3-1,0,0,6,0,0,0,132,98,134,1058,1549,0,0,25,67
SGSM1,0,41,0,0,0,0,1,0,0,7,14,573,1,2,0
